"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe","Radiazione globale (MJ/m²)","Radiazione classe"
"1989-03-16","9.3","7.6","6.3","M000","2.2","MZ","","","","","","","","","","","",""
"1989-03-17","8.3","7.1","5.4","M000","22.6","MZ","","","","","","","","","","","",""
"1989-03-18","10.7","6.8","3.3","M000","1.0","MZ","","","","","","","","","","","",""
"1989-03-19","18.2","8.8","0.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-20","14.8","10.3","6.9","M000","0.8","MZ","","","","","","","","","","","",""
"1989-03-21","17.8","12.3","6.6","M000","0.8","MZ","","","","","","","","","","","",""
"1989-03-22","18.9","12.4","5.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-23","17.6","10.5","4.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-24","15.9","8.6","1.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-25","23.5","11.9","1.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-26","25.2","14.3","5.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-27","24.3","14.3","5.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-28","23.5","14.7","7.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-29","24.8","15.0","7.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-30","25.9","15.3","7.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-03-31","22.3","14.4","7.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-01","17.3","12.1","7.1","M000","0.8","MZ","","","","","","","","","","","",""
"1989-04-02","22.9","13.0","4.4","M000","0.8","MZ","","","","","","","","","","","",""
"1989-04-03","13.6","10.4","6.8","M000","35.4","MZ","","","","","","","","","","","",""
"1989-04-04","7.1","4.4","0.2","M000","114.2","MZ","","","","","","","","","","","",""
"1989-04-05","6.0","4.0","1.7","M000","55.2","MZ","","","","","","","","","","","",""
"1989-04-06","5.7","3.7","1.5","M000","29.6","MZ","","","","","","","","","","","",""
"1989-04-07","16.9","7.8","1.0","M000","2.6","MZ","","","","","","","","","","","",""
"1989-04-08","6.8","5.0","4.0","M000","36.0","MZ","","","","","","","","","","","",""
"1989-04-09","20.2","10.2","1.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-10","9.5","8.7","8.0","M000","14.8","MZ","","","","","","","","","","","",""
"1989-04-11","14.2","10.2","7.7","M000","2.8","MZ","","","","","","","","","","","",""
"1989-04-12","9.3","7.8","3.9","M000","60.4","MZ","","","","","","","","","","","",""
"1989-04-13","7.0","4.6","2.5","M000","75.6","MZ","","","","","","","","","","","",""
"1989-04-14","16.5","11.0","5.1","M000","10.4","MZ","","","","","","","","","","","",""
"1989-04-15","19.5","14.1","6.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-16","17.1","8.3","4.2","M000","20.6","MZ","","","","","","","","","","","",""
"1989-04-17","14.3","8.4","4.6","M000","5.6","MZ","","","","","","","","","","","",""
"1989-04-18","19.0","12.5","7.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-19","15.3","10.5","7.8","M000","0.8","MZ","","","","","","","","","","","",""
"1989-04-20","11.8","9.1","7.0","M000","9.6","MZ","","","","","","","","","","","",""
"1989-04-21","10.8","8.1","6.5","M000","6.8","MZ","","","","","","","","","","","",""
"1989-04-22","15.1","9.5","4.3","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-23","20.5","11.8","3.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-24","14.7","10.4","4.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-25","9.9","7.5","3.3","M000","33.8","MZ","","","","","","","","","","","",""
"1989-04-26","5.2","4.0","2.4","M000","58.8","MZ","","","","","","","","","","","",""
"1989-04-27","11.7","6.7","2.2","M000","0.2","MY","","","","","","","","","","","",""
"1989-04-28","14.8","8.3","-0.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-29","20.6","11.7","3.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-04-30","20.5","12.4","3.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-01","24.6","14.7","4.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-02","25.7","15.2","7.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-03","26.6","16.0","5.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-04","26.8","17.3","8.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-05","28.4","18.0","8.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-06","29.2","19.9","9.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-07","23.2","17.6","10.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-08","23.8","15.2","7.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-09","25.7","17.0","7.3","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-10","17.7","14.5","11.9","M000","0.6","MZ","","","","","","","","","","","",""
"1989-05-11","20.0","14.0","11.6","M000","8.0","MZ","","","","","","","","","","","",""
"1989-05-12","14.6","12.9","11.7","M000","8.4","MZ","","","","","","","","","","","",""
"1989-05-13","22.7","16.0","10.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-14","21.5","16.1","8.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-15","21.0","14.7","8.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-16","24.0","15.8","10.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-17","26.4","17.3","8.3","M000","4.6","MZ","","","","","","","","","","","",""
"1989-05-18","25.4","17.7","10.9","M000","8.6","MZ","","","","","","","","","","","",""
"1989-05-19","26.0","19.0","12.5","M000","5.8","MZ","","","","","","","","","","","",""
"1989-05-20","26.5","19.1","13.3","M000","4.4","MZ","","","","","","","","","","","",""
"1989-05-21","28.3","19.7","12.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-22","27.9","19.7","12.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-23","22.1","17.4","14.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-24","22.3","16.9","14.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-25","26.0","18.6","13.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-26","26.8","18.2","12.1","M000","0.4","MZ","","","","","","","","","","","",""
"1989-05-27","28.1","17.2","10.5","M000","1.2","MZ","","","","","","","","","","","",""
"1989-05-28","26.9","17.9","10.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-05-29","25.4","18.6","13.4","M000","2.4","MZ","","","","","","","","","","","",""
"1989-05-30","16.7","14.7","13.2","M000","9.0","MZ","","","","","","","","","","","",""
"1989-05-31","24.7","17.4","11.8","M000","0.4","MZ","","","","","","","","","","","",""
"1989-06-01","19.7","15.5","13.0","M000","2.0","MZ","","","","","","","","","","","",""
"1989-06-02","23.6","16.8","12.6","M000","1.0","MZ","","","","","","","","","","","",""
"1989-06-03","14.6","12.2","9.0","M000","9.6","MZ","","","","","","","","","","","",""
"1989-06-04","21.8","13.6","5.6","M000","3.0","MZ","","","","","","","","","","","",""
"1989-06-05","19.6","13.4","7.1","M000","1.8","MZ","","","","","","","","","","","",""
"1989-06-06","22.1","14.1","5.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-07","21.8","14.3","7.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-08","24.9","16.3","6.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-09","24.6","17.5","11.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-10","25.9","17.8","9.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-11","29.9","21.0","11.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-12","30.5","21.1","12.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-13","29.1","21.3","12.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-14","28.8","22.2","15.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-15","27.7","21.9","15.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-16","30.3","22.4","13.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-17","26.3","20.4","14.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-18","29.6","21.5","13.3","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-19","28.4","22.1","17.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-20","32.5","23.4","15.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-21","33.2","23.8","13.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-22","27.1","21.2","17.1","M000","0.4","MZ","","","","","","","","","","","",""
"1989-06-23","26.2","20.2","13.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-24","29.2","21.4","12.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-25","30.7","22.5","14.1","M000","0.2","MY","","","","","","","","","","","",""
"1989-06-26","31.8","22.7","16.5","M000","2.8","MZ","","","","","","","","","","","",""
"1989-06-27","29.5","22.3","14.7","M000","2.2","MZ","","","","","","","","","","","",""
"1989-06-28","29.0","22.5","15.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-29","25.2","20.1","16.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-06-30","28.1","21.1","12.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-01","27.5","21.2","17.1","M000","1.2","MZ","","","","","","","","","","","",""
"1989-07-02","28.6","20.3","13.6","M000","3.0","MZ","","","","","","","","","","","",""
"1989-07-03","28.2","18.8","11.0","M000","5.6","MZ","","","","","","","","","","","",""
"1989-07-04","22.7","17.0","14.2","M000","7.0","MZ","","","","","","","","","","","",""
"1989-07-05","30.2","21.6","12.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-06","32.4","24.2","15.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-07","27.1","21.4","18.7","M000","21.8","MZ","","","","","","","","","","","",""
"1989-07-08","28.3","20.9","17.7","M000","13.8","MZ","","","","","","","","","","","",""
"1989-07-09","29.4","22.7","15.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-10","24.9","19.7","16.0","M000","3.6","MZ","","","","","","","","","","","",""
"1989-07-11","26.3","19.3","15.2","M000","1.8","MZ","","","","","","","","","","","",""
"1989-07-12","28.7","20.7","14.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-13","31.3","22.8","14.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-14","30.8","23.2","15.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-15","28.0","21.2","13.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-16","30.1","22.3","15.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-17","32.9","23.3","12.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-18","30.9","22.8","15.1","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-19","32.4","23.8","14.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-20","30.4","24.5","20.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-21","31.0","24.7","19.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-22","30.7","24.0","19.6","M000","1.2","MZ","","","","","","","","","","","",""
"1989-07-23","32.9","24.5","18.5","M000","11.2","MZ","","","","","","","","","","","",""
"1989-07-24","31.3","23.1","17.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-25","29.1","21.7","16.6","M000","0.6","MZ","","","","","","","","","","","",""
"1989-07-26","33.3","25.4","16.3","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-27","33.1","24.8","15.8","M000","0.2","MY","","","","","","","","","","","",""
"1989-07-28","32.3","24.1","17.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-29","30.5","24.5","19.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-30","30.0","24.4","20.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-07-31","29.3","23.8","19.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-01","25.2","21.2","15.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-02","28.8","19.3","9.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-03","29.1","19.6","10.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-04","28.9","20.9","11.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-05","29.3","20.9","17.5","M000","3.0","MZ","","","","","","","","","","","",""
"1989-08-06","27.3","20.3","17.0","M000","4.0","MZ","","","","","","","","","","","",""
"1989-08-07","30.7","22.8","16.2","M000","5.8","MZ","","","","","","","","","","","",""
"1989-08-08","28.7","21.8","17.3","M000","8.2","MZ","","","","","","","","","","","",""
"1989-08-09","31.0","22.6","14.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-10","28.0","21.4","16.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-11","28.4","22.4","17.0","M000","4.6","MZ","","","","","","","","","","","",""
"1989-08-12","29.9","23.3","17.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-13","30.9","24.2","19.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-14","30.0","22.8","17.8","M000","13.0","MZ","","","","","","","","","","","",""
"1989-08-15","30.8","22.9","15.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-16","33.7","24.6","17.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-17","31.5","24.1","19.0","M000","0.4","MZ","","","","","","","","","","","",""
"1989-08-18","33.0","24.2","18.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-19","31.1","23.9","17.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-20","31.7","25.2","20.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-21","32.1","25.4","18.9","M000","2.0","MZ","","","","","","","","","","","",""
"1989-08-22","32.3","22.9","16.5","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-23","34.6","24.2","15.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-24","31.8","24.5","18.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-25","32.7","24.7","18.8","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-26","31.0","22.9","16.3","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-27","27.1","20.7","16.0","M000","0.2","MY","","","","","","","","","","","",""
"1989-08-28","23.1","20.3","18.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-29","27.0","20.1","11.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-30","27.1","17.6","9.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-08-31","26.7","18.2","10.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-01","23.1","19.0","16.8","M000","0.8","MZ","","","","","","","","","","","",""
"1989-09-02","18.7","16.1","12.2","M000","3.2","MZ","","","","","","","","","","","",""
"1989-09-03","22.7","15.4","10.5","M000","0.2","MY","","","","","","","","","","","",""
"1989-09-04","21.7","14.0","8.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-05","25.7","15.9","6.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-06","24.6","17.2","12.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-07","24.7","18.9","13.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-08","25.1","19.1","15.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-09","20.2","16.7","13.6","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-10","25.7","18.5","13.4","M000","1.0","MZ","","","","","","","","","","","",""
"1989-09-11","18.0","15.1","12.0","M000","15.6","MZ","","","","","","","","","","","",""
"1989-09-12","24.6","16.4","9.6","M000","0.2","MY","","","","","","","","","","","",""
"1989-09-13","20.0","16.0","12.8","M000","1.4","MZ","","","","","","","","","","","",""
"1989-09-14","26.2","17.0","10.6","M000","0.2","MY","","","","","","","","","","","",""
"1989-09-15","24.9","17.2","10.0","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-16","28.0","19.6","12.4","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-17","25.9","19.7","15.2","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-18","27.6","20.5","14.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-19","26.1","20.1","16.3","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-20","28.8","19.7","13.7","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-21","28.3","19.3","11.9","M000","0.0","MZ","","","","","","","","","","","",""
"1989-09-22","27.6","19.9","13.8","M000","0.0","MZ","","","","","","","","","","","",""
