"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"2019-12-11","1.0","-3.1","-8.0","MZ00","","M0","1.8","8.0","WSW","60","280","MZZYYZ","96","47","20","AY**"
"2019-12-12","-7.7","-10.9","-16.1","MZ00","","M0","2.6","11.4","SSW","20","360","MZZYYZ","95","71","45","AY**"
"2019-12-13","-8.4","-10.9","-12.9","MZ00","","M0","3.7","16.0","NE","0","340","MYZYYY","95","91","69","AY**"
"2019-12-14","-0.2","-4.4","-10.8","MZ00","","M0","4.6","18.3","SW","0","320","MYZYYY","99","83","41","AY**"
"2019-12-15","-0.5","-4.3","-8.1","MZ00","","M0","2.4","15.7","NE","0","300","MYZYYY","99","84","57","AY**"
"2019-12-16","-1.4","-3.2","-4.4","MZ00","","M0","3.1","15.5","SW","0","370","MYZYYY","99","97","85","AY**"
"2019-12-17","-1.2","-3.0","-4.2","MZ00","","M0","1.9","14.2","E","0","250","MZZYYZ","99","99","99","AY**"
"2019-12-18","-0.6","-1.6","-2.4","MZ00","","M0","1.8","12.3","ENE","0","320","MYZYYY","99","99","99","AY**"
"2019-12-19","-1.4","-2.6","-3.3","MZ00","","M0","","","","","","M00000","99","99","99","AY**"
"2019-12-20","-2.6","-3.9","-5.8","MZ00","","M0","","","","","","M00000","99","99","99","AY**"
"2019-12-21","-2.5","-5.0","-9.1","MZ00","","M0","2.0","15.4","SW","0","310","MYZYYY","99","95","63","AY**"
"2019-12-22","-3.9","-5.8","-7.9","MZ00","","M0","2.8","18.6","SSW","0","470","MZZYYZ","98","90","57","AY**"
"2019-12-23","-6.9","-7.6","-8.2","MZ00","","M0","3.7","16.7","E","0","630","MZZYYZ","97","91","80","AY**"
"2019-12-24","-2.0","-4.6","-8.0","MY**","","M0","3.5","19.5","NE","0","330","MYZYYY","99","78","33","AY**"
"2019-12-25","-2.7","-5.7","-7.8","MZ00","","M0","4.1","16.1","SSW","0","360","MZZYYZ","92","65","25","AZ**"
"2019-12-26","1.6","-5.1","-11.1","MZ00","","M0","2.4","20.0","WSW","30","290","MZZYYZ","96","43","10","AY**"
"2019-12-27","-2.9","-4.7","-6.7","MZ00","","M0","5.2","20.9","NE","0","550","MZZYYZ","97","83","24","AY**"
"2019-12-28","3.0","0.3","-2.8","MZ00","","M0","4.8","16.0","NNE","0","620","MZZZZZ","28","10","5","AZ*0"
"2019-12-29","3.3","1.4","-3.0","MY**","","M0","2.7","9.9","N","0","380","MZZZZZ","46","25","10","AZ*0"
"2019-12-30","4.2","-1.5","-7.3","MZ00","","M0","1.4","6.4","WSW","20","490","MZZYYZ","75","47","25","AZ00"
"2019-12-31","4.0","2.1","-3.9","MZ00","3.6","M3","4.4","16.4","NNE","20","440","MZZYYZ","47","34","19","AZ00"
"2020-01-01","3.4","-1.1","-10.3","MZ00","0.0","MY","3.0","6.9","WSW","0","850","MZZYYZ","42","19","8","AZ00"
"2020-01-02","-1.3","-6.2","-10.9","MZ00","0.0","MY","1.8","6.8","SW","30","450","MYZYYY","92","68","40","AZ*0"
"2020-01-03","4.1","-1.4","-7.6","MY**","0.0","MY","4.0","13.8","SW","20","460","MZZYYZ","84","46","24","AZ00"
"2020-01-04","-1.7","-4.4","-6.1","MZ00","0.0","MY","5.9","18.1","NE","0","650","MZZYYZ","96","71","38","AZ00"
"2020-01-05","1.5","-1.7","-5.3","MZ00","0.0","MY","5.7","24.4","NE","10","670","MZZYYZ","65","38","16","AZ00"
"2020-01-06","3.6","-0.4","-6.9","MZ00","0.0","MY","2.9","14.0","WSW","70","550","MZZYYZ","71","49","35","AZ00"
"2020-01-07","1.3","-2.0","-8.0","MZ00","0.0","MY","4.4","19.5","NE","10","490","MZZYYZ","62","32","9","AZ*0"
"2020-01-08","5.3","0.0","-7.6","MZ*0","0.0","MY","2.7","15.8","W","40","290","MZZYYZ","83","45","16","AZ00"
"2020-01-09","2.7","-3.7","-10.7","MZ00","0.0","MY","0.7","4.1","","230","","MYZ00Y","89","66","39","AZ00"
"2020-01-10","-2.5","-7.1","-12.6","MZ00","0.0","MY","2.8","18.0","NE","50","300","MZZYYZ","89","74","58","AZ**"
"2020-01-11","2.6","-2.1","-6.8","MZ00","0.0","MY","2.8","15.2","NE","10","230","MZZYYZ","63","21","4","AY**"
"2020-01-12","4.6","-0.3","-7.4","MZ00","0.0","MY","3.2","14.7","NW","100","470","MZZYYZ","44","21","6","AZ00"
"2020-01-13","-0.4","-6.4","-12.2","MYY*","0.0","MY","0.8","4.7","","190","","MZZ00Z","75","43","16","AZ00"
"2020-01-14","-2.5","-7.8","-13.5","MZ00","0.0","MY","0.6","3.6","","200","","MZZ00Z","59","47","31","AZ0*"
"2020-01-15","-0.4","-7.9","-11.7","MZ00","0.0","MY","0.9","10.5","","290","","MYZ00Y","87","62","40","AZ00"
"2020-01-16","0.3","-5.0","-11.8","MZ00","0.0","MY","2.5","13.5","","60","","MYZ00Y","93","64","39","AZ00"
"2020-01-17","-4.3","-8.7","-14.1","MZ00","0.0","MY","","","","","","M00000","98","85","67","AY**"
"2020-01-18","-6.1","-9.6","-14.9","MY**","0.0","MY","4.0","17.9","NE","0","570","MZZYYZ","89","68","24","AZ0*"
"2020-01-19","-10.0","-12.8","-16.7","MZ00","0.0","MY","3.1","13.6","NNE","40","280","MZZYYZ","79","48","18","AZ00"
"2020-01-20","-8.8","-13.1","-16.1","MZ00","0.0","MY","2.4","7.3","SW","40","580","MZZYYZ","79","56","33","AZ00"
"2020-01-21","0.1","-5.7","-15.5","MZ00","0.0","MY","2.5","6.2","WSW","10","650","MZZYYZ","66","50","19","AZ00"
"2020-01-22","1.4","-3.6","-8.8","MZ0Z","0.0","MY","2.2","7.5","WSW","100","560","MZZYYZ","51","35","19","AZ00"
"2020-01-23","1.8","-2.7","-9.4","MZ00","0.0","MY","2.2","5.9","WSW","110","530","MZZYYZ","64","42","24","AZ00"
"2020-01-24","1.0","-5.2","-9.5","MZ00","0.0","MY","1.0","4.4","W","60","270","MZZYYZ","78","57","40","AZ00"
"2020-01-25","-1.5","-7.0","-11.1","MZ00","0.0","MY","1.3","5.3","WSW","70","450","MYZYYY","95","80","58","AZ0*"
"2020-01-26","-1.0","-6.8","-10.7","MZ00","0.0","MY","1.8","9.1","WSW","70","550","MZZYYZ","96","77","53","AZ*0"
"2020-01-27","-3.3","-6.9","-9.4","MZ00","0.0","MY","1.6","7.3","WSW","50","240","MYZYYY","98","80","55","AY**"
"2020-01-28","-5.6","-7.9","-10.5","MZ00","0.0","MY","3.3","19.9","NE","0","300","MZZYYZ","97","92","79","AY**"
"2020-01-29","-7.4","-8.4","-10.2","MZ00","0.0","MY","2.4","10.7","ENE","0","330","MYZYYY","96","95","94","AY**"
"2020-01-30","-1.5","-5.1","-8.7","MZ*0","7.0","MY","2.3","17.9","NE","80","260","MYZYYY","99","69","39","AY**"
"2020-01-31","2.5","-1.2","-7.0","MZZ0","13.2","MY","1.6","12.3","WSW","40","270","MYZYYY","99","80","59","AY**"
"2020-02-01","0.4","-3.4","-7.8","MZ00","1.0","MY","","","","","","M00000","99","90","71","AY**"
"2020-02-02","0.6","-0.7","-2.5","MZ00","3.2","MY","4.6","17.0","SSW","20","800","MYZYYY","99","89","57","AY**"
"2020-02-03","1.0","-0.1","-1.0","MZ00","2.4","MY","6.8","21.3","SSW","0","1120","MZZZZZ","99","93","71","AY**"
"2020-02-04","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-05","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-06","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-07","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-08","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-09","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-10","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-11","","","","M000","","M0","","","","","","M00000","","","","A000"
"2020-02-12","-6.1","-9.8","-13.4","MZ00","0.0","MY","3.6","16.1","NE","10","420","MZZYYZ","95","74","24","AY**"
"2020-02-13","-5.1","-9.4","-13.1","MZ00","0.6","MY","1.8","7.1","NE","20","270","MYZYYY","97","74","42","AY**"
"2020-02-14","-0.3","-5.6","-8.3","MYY*","1.4","MY","3.5","22.0","NNE","0","380","MZZYYZ","96","69","13","AY**"
"2020-02-15","2.5","-2.6","-9.1","MY**","6.2","MY","1.1","5.7","","210","","MZZ00Z","72","41","24","AZ*0"
"2020-02-16","4.9","-1.6","-5.7","MZ00","0.0","MY","1.0","13.1","","170","","MZZ00Z","73","50","19","AZ00"
"2020-02-17","-0.4","-4.5","-7.5","MZ00","0.0","MY","1.3","12.1","NE","80","290","MZZYYZ","99","78","57","AY**"
"2020-02-18","-4.6","-7.6","-12.5","MZ00","0.6","MY","3.3","19.7","SSW","20","390","MYZYYY","94","70","50","AZ00"
"2020-02-19","-6.3","-8.7","-12.4","MZ00","0.0","MY","4.3","23.8","SSW","30","570","MZZYYZ","94","75","38","AY**"
"2020-02-20","1.2","-4.0","-10.3","MZ00","0.8","MY","3.2","19.2","SW","70","320","MZZYYZ","91","58","14","AZ0*"
"2020-02-21","-0.7","-3.9","-7.0","MZ00","0.0","MY","4.0","23.4","SSW","10","400","MZZYYZ","82","58","38","AZ00"
"2020-02-22","5.8","-0.4","-5.7","MY**","0.0","MY","1.6","9.9","WSW","40","380","MZZYYZ","69","48","28","AZ*0"
"2020-02-23","7.2","4.7","-2.0","MZ0*","0.0","MZ","6.4","18.1","SSW","0","750","MZZZZZ","65","51","27","AZ00"
"2020-02-24","5.2","2.2","-1.0","MZ00","0.0","MY","6.0","20.9","SW","0","700","MZZZZZ","76","42","11","AZ**"
"2020-02-25","3.1","-1.5","-6.9","MZ00","0.0","MY","7.3","16.4","SW","0","1070","MZZYYZ","92","44","12","AZ00"
"2020-02-26","-7.0","-11.7","-13.9","MZ00","0.0","MY","4.0","18.2","ENE","0","340","MYZYYY","96","85","66","AY**"
"2020-02-27","-7.4","-12.2","-14.7","MZ00","0.0","MY","2.7","16.5","NE","0","360","MYZYYY","96","88","63","AY**"
"2020-02-28","-6.0","-10.4","-14.9","MZ00","1.6","MY","2.7","16.8","NE","10","380","MZZYYZ","91","63","28","AY**"
"2020-02-29","-7.8","-9.4","-11.9","MZ00","0.0","MY","1.5","8.8","ESE","100","260","MYZYYY","95","72","49","AY**"
"2020-03-01","-2.5","-6.0","-9.6","MYY*","12.0","MY","3.2","18.4","SSW","0","360","MYZYYY","99","83","53","AY**"
"2020-03-02","-5.1","-7.0","-9.6","MZ00","0.0","MY","3.2","16.8","SW","0","330","MYZYYY","97","82","45","AY**"
"2020-03-03","-7.8","-10.3","-12.0","MZ00","0.0","MY","5.9","21.7","NE","0","460","MZZYYZ","95","76","49","AY**"
"2020-03-04","-7.3","-9.9","-11.5","MZ00","3.4","MY","3.1","19.3","NE","40","600","MZZYYZ","89","69","44","AZ00"
"2020-03-05","-7.7","-9.1","-9.9","MZ00","0.0","MY","1.6","7.4","E","0","460","MZZYYZ","96","94","89","AY**"
"2020-03-06","-6.5","-8.6","-9.7","MZ00","2.2","MY","3.8","17.1","SSW","0","460","MZZYYZ","97","91","72","AY**"
"2020-03-07","-8.7","-9.8","-15.1","MZ00","0.0","MY","5.4","17.5","NE","0","770","MZZYYZ","94","76","59","AZ*0"
"2020-03-08","-0.9","-4.9","-15.1","MY*Y","6.2","MY","2.0","16.2","NE","50","480","MZZYYZ","93","58","38","AZ00"
"2020-03-09","-5.2","-7.5","-9.6","MZ00","0.0","MY","4.4","19.0","NE","10","550","MYZYYY","98","77","49","AY**"
"2020-03-10","2.5","-4.7","-10.2","MZ00","3.2","MY","3.2","13.4","NE","0","580","MZZYYZ","99","85","33","AY**"
"2020-03-11","4.1","1.3","-1.5","MZ00","12.2","MY","3.1","13.2","NE","20","510","MZZZZZ","99","74","19","AY**"
"2020-03-12","5.0","3.5","1.1","MZ00","0.2","MY","7.8","16.7","SW","0","940","MZZZZZ","89","57","15","AZ00"
"2020-03-13","2.0","-2.3","-7.7","MZ00","0.0","MY","3.8","18.2","SSW","10","350","MYZYYY","95","67","33","AZ00"
"2020-03-14","-3.2","-5.6","-10.6","MZ0*","0.0","MY","2.8","9.3","NNE","40","390","MZZYYZ","94","75","48","AZ00"
"2020-03-15","-5.8","-8.3","-13.7","MZ00","0.0","MY","1.6","5.1","SW","30","340","MYZYYY","99","91","60","AY**"
"2020-03-16","-2.2","-6.7","-9.7","MZ00","0.0","MY","","","","","","M00000","99","94","58","AY**"
"2020-03-17","6.0","0.5","-4.4","MZ00","0.0","MY","1.8","8.2","WSW","50","360","MZZYYZ","78","53","33","AZ00"
"2020-03-18","5.5","-0.6","-4.8","MZ00","0.0","MY","1.5","5.9","WSW","70","500","MYZYYY","96","71","52","AZ00"
"2020-03-19","5.2","-1.0","-6.0","MZ00","0.0","MY","1.8","4.2","WSW","40","650","MZZYYZ","86","72","53","AZ0*"
"2020-03-20","2.1","-2.6","-7.7","MZ00","0.0","MY","1.6","5.6","WSW","10","420","MYZYYY","99","74","50","AY**"
"2020-03-21","4.7","-0.9","-5.8","MZ00","0.0","MY","1.4","11.7","W","20","190","MYZYYY","99","74","41","AY**"
"2020-03-22","0.5","-2.9","-8.5","MYY*","0.2","MY","1.5","6.1","WSW","20","410","MYZYYY","99","78","11","AY**"
"2020-03-23","0.0","-3.6","-9.3","MY*Y","0.0","MY","2.4","11.5","NE","10","330","MZZYYZ","46","14","4","AZ0*"
"2020-03-24","-3.3","-8.7","-13.9","MZ00","0.0","MY","1.8","10.9","ENE","40","300","MZZYYZ","94","53","4","AZ00"
"2020-03-25","-5.1","-11.1","-13.2","MZ0Z","0.0","MY","1.3","6.4","E","10","330","MYZYYY","94","74","37","AY**"
"2020-03-26","-3.5","-9.1","-21.1","MZ00","2.4","MY","1.4","6.1","SW","0","320","MYZYYY","99","84","60","AY**"
"2020-03-27","0.3","-3.1","-5.4","MZZ0","0.2","MY","1.4","5.8","E","0","310","MYZYYY","99","94","67","AY**"
"2020-03-28","1.3","-1.9","-7.5","MZ00","0.0","MY","2.3","11.6","NNE","0","370","MYZYYY","99","74","54","AY**"
"2020-03-29","0.7","-3.0","-5.7","MZ00","0.2","MY","1.9","10.7","NNE","20","310","MYZYYY","96","71","52","AY**"
"2020-03-30","-0.7","-5.0","-7.9","MZ00","6.6","MY","","","","","","M00000","99","93","72","AY**"
"2020-03-31","-3.6","-7.1","-12.7","MZ00","0.6","MY","2.9","17.4","NE","20","440","MYZYYY","99","59","4","AY**"
"2020-04-01","-0.7","-5.9","-12.8","MZ00","0.0","MY","2.0","10.3","WSW","20","450","MZZYYZ","74","42","7","AZ*0"
"2020-04-02","-1.0","-4.7","-10.9","MZ00","0.0","MY","2.0","10.1","NE","30","370","MZZYYZ","89","65","36","AZ*0"
"2020-04-03","-0.6","-5.2","-8.8","MZ00","0.0","MY","2.1","10.8","NE","40","250","MYZYYY","86","69","47","AZ00"
"2020-04-04","2.9","-4.4","-10.6","MZ00","0.0","MY","1.1","3.9","WSW","60","430","MZZYYZ","83","62","44","AZ*0"
"2020-04-05","3.0","-3.3","-10.4","MZ*0","0.0","MY","1.3","6.9","SW","120","330","MYZYYY","98","60","23","AZ*0"
"2020-04-06","2.2","-2.4","-9.3","MZ00","0.0","MY","1.8","5.8","WSW","70","390","MYZYYY","92","61","32","AZ*0"
"2020-04-07","5.0","-0.4","-7.9","MZ00","0.0","MY","2.7","7.6","SW","10","590","MZZYYZ","51","35","14","AZ00"
"2020-04-08","6.3","0.3","-4.1","MZ00","0.0","MY","2.5","4.9","WSW","10","580","MZZYYZ","59","46","32","AZ00"
"2020-04-09","4.9","1.0","-2.3","MZ00","0.0","MY","2.6","9.2","SW","0","410","MZZZZZ","71","58","46","AZ00"
"2020-04-10","5.8","1.4","-2.3","MZ00","0.0","MY","2.4","6.4","WSW","0","610","MZZZZZ","71","54","41","AZ00"
"2020-04-11","6.1","1.6","-2.6","MZ00","0.0","MY","2.1","6.8","WSW","10","620","MZZYYZ","73","52","33","AZ00"
"2020-04-12","4.1","0.9","-2.4","MZ00","0.0","MY","2.8","7.6","SW","0","830","MZZZZZ","72","56","41","AZ00"
"2020-04-13","4.0","0.2","-4.6","MZ00","0.0","MY","2.4","12.7","WSW","30","420","MZZYYZ","87","58","37","AZ00"
"2020-04-14","0.2","-2.1","-8.7","MZ0*","0.0","MY","4.7","19.0","NE","20","620","MZZYYZ","99","34","7","AZ*0"
"2020-04-15","6.7","-0.2","-10.1","MZ00","0.0","MY","2.0","12.4","W","60","340","MYZYYY","99","49","12","AY**"
"2020-04-16","7.6","1.1","-4.8","MZ00","0.0","MY","1.1","4.0","WSW","90","510","MZZYYZ","79","48","20","AZ0*"
"2020-04-17","6.8","2.4","-3.1","MZ0*","0.0","MY","1.2","4.7","WSW","60","520","MYZYYY","86","61","35","AZ0*"
"2020-04-18","8.5","2.9","-2.1","MZ00","0.0","MY","1.3","6.5","WSW","80","460","MYZYYY","86","70","49","AZ00"
"2020-04-19","8.0","3.2","0.3","MZ00","3.6","MZ","1.4","5.9","SW","40","270","MZZZZZ","99","76","58","AZ00"
"2020-04-20","1.6","0.6","0.0","MZ00","5.4","MZ","0.7","4.2","E","290","390","MZZYYZ","99","99","95","AZ00"
"2020-04-21","2.4","0.8","-0.8","MZ00","1.4","MY","0.7","4.9","ESE","290","170","MZZYYZ","99","99","92","AY**"
"2020-04-22","2.3","-1.6","-4.9","MZ00","0.2","MY","","","","","","M00000","99","82","29","AY**"
"2020-04-23","6.5","1.2","-4.8","MZ00","0.0","MY","1.8","13.2","WSW","0","350","MYZYYY","91","62","40","AZ00"
"2020-04-24","4.3","1.9","-2.5","MZ0Z","0.0","MY","2.9","11.0","NE","0","450","MZZZZZ","92","69","52","AZ*0"
"2020-04-25","5.4","1.9","-1.1","MZ00","0.0","MZ","1.5","7.4","NE","30","250","MZZZZZ","93","77","60","AZ00"
"2020-04-26","6.3","1.6","-0.1","MZ00","6.0","MZ","1.1","4.9","NE","110","270","MYZYYY","99","89","58","AZ00"
"2020-04-27","5.2","1.4","-0.7","MZ00","4.8","MY","1.4","5.4","NE","10","340","MZZZZZ","99","89","53","AY**"
"2020-04-28","1.1","-0.5","-2.5","MZ00","15.2","MY","1.3","9.5","E","40","360","MYZYYY","99","99","96","AY**"
"2020-04-29","0.5","-1.5","-3.2","MZ00","9.4","MY","3.0","12.1","NE","0","420","MYZYYY","99","83","57","AY**"
"2020-04-30","0.9","-1.1","-4.6","MZ00","6.2","MY","2.3","13.4","SW","0","240","MYZYYY","99","85","51","AY**"
"2020-05-01","0.2","-1.6","-3.3","MZ00","5.2","MY","3.6","13.2","SW","0","420","MYZYYY","99","82","33","AY**"
"2020-05-02","0.2","-2.0","-3.4","MZ00","14.0","MY","2.1","8.9","NE","0","430","MYZYYY","99","98","89","AY**"
"2020-05-03","3.1","-0.3","-4.5","MZ00","6.6","MY","3.2","15.9","NE","0","330","MYZYYY","99","78","33","AY**"
"2020-05-04","7.2","1.6","-3.6","MZ00","0.0","MY","1.0","5.7","ENE","190","330","MZZYYZ","99","78","53","AZ00"
"2020-05-05","7.8","4.3","1.5","MZ00","6.8","MZ","5.0","17.0","SSW","0","640","MZZZZZ","99","72","54","AZ00"
"2020-05-06","3.0","1.5","-2.1","MZ00","0.0","MZ","3.7","14.0","NE","0","770","MYZYYY","99","76","53","AZ**"
"2020-05-07","10.1","3.8","-2.9","MZ00","0.0","MY","1.1","5.7","WSW","70","480","MZZYYZ","98","58","18","AZ*0"
"2020-05-08","9.0","4.2","-0.4","MZ00","0.0","MZ","0.9","4.5","WSW","190","430","MZYYYZ","99","86","60","AZ0*"
"2020-05-09","8.4","3.9","0.9","MZ00","1.2","MZ","1.2","5.1","WSW","140","200","MZZYYZ","99","93","68","AZ00"
"2020-05-10","2.2","1.4","0.6","MZ00","9.8","MZ","1.1","6.0","E","90","280","MZZYYZ","99","99","99","AZ**"
"2020-05-11","2.8","0.1","-1.2","MZ00","32.8","MY","","","","","","M00000","99","98","84","AY**"
"2020-05-12","6.8","2.1","-0.5","MZ00","10.4","MZ","1.3","6.4","NE","40","180","MYZYYY","99","93","63","AY**"
"2020-05-13","2.3","1.0","0.0","MZ00","23.2","MZ","1.5","9.3","E","10","310","MZZZZZ","99","99","99","AZ**"
"2020-05-14","4.7","2.1","0.6","MZ00","5.8","MZ","1.1","8.6","E","60","180","MZZZZZ","99","97","79","AZ0*"
"2020-05-15","3.8","2.0","0.0","MZZ0","1.0","MY","2.1","9.1","NNE","50","340","MZZZZZ","99","88","72","AZ00"
"2020-05-16","4.0","1.9","0.5","MZZ0","7.2","MZ","0.9","5.0","NE","250","220","MZZYYZ","99","98","79","AZ00"
"2020-05-17","7.4","4.3","1.3","MZZ0","0.0","MZ","1.9","8.7","NE","30","200","MZZZZZ","99","72","29","AZ00"
"2020-05-18","9.5","5.6","0.9","MZ00","0.0","MZ","2.1","10.3","WSW","70","240","MZZZZZ","91","70","47","AZ00"
"2020-05-19","7.2","5.3","1.8","MZ00","0.0","MZ","3.5","14.9","NE","10","440","MZZZZZ","78","58","35","AZ00"
"2020-05-20","7.6","5.6","3.5","MZ00","0.0","MZ","4.5","17.7","NE","10","500","MZZZZZ","76","64","29","AZ0*"
"2020-05-21","8.8","6.7","2.3","MZ00","0.0","MZ","2.8","12.6","NE","20","600","MZZZZZ","68","43","21","AZ00"
"2020-05-22","11.1","7.6","2.7","MZ00","0.0","MZ","2.4","9.9","NE","40","230","MZZZZZ","63","47","32","AZ*0"
"2020-05-23","10.3","6.0","-0.8","MZ00","9.2","MZ","3.6","22.8","SW","0","390","MZZZZZ","98","71","47","AZ*0"
"2020-05-24","4.2","0.7","-2.4","MZ00","0.2","MY","3.7","14.5","NE","0","420","MZZZZZ","84","62","37","AZ00"
"2020-05-25","5.9","3.6","-1.5","MZ00","0.0","MZ","3.4","12.7","NE","0","540","MZZZZZ","68","48","13","AZ00"
"2020-05-26","6.6","4.5","-2.5","MZ00","0.0","MZ","3.8","15.2","NE","0","740","MZZZZZ","56","26","6","AZ*0"
"2020-05-27","7.2","3.2","-3.2","MZ00","0.0","MY","2.1","11.6","NNE","80","340","MZZYYZ","73","48","18","AZ00"
"2020-05-28","5.7","3.4","-1.2","MZ00","0.0","MZ","4.1","15.6","NE","30","770","MZZYYZ","78","54","30","AZ00"
"2020-05-29","4.7","1.8","-3.0","MZ00","0.0","MY","1.5","9.9","ENE","110","310","MZZYYZ","99","66","21","AZ0*"
"2020-05-30","3.8","1.6","-1.6","MZ00","0.0","MZ","2.5","10.9","NE","80","540","MYZYYY","99","82","58","AZ00"
"2020-05-31","6.2","2.8","-3.2","MZ00","0.0","MY","2.3","9.5","NE","0","390","MYZYYY","99","72","44","AY**"
"2020-06-01","9.8","4.9","-2.2","MZ00","0.0","MZ","1.3","5.6","W","50","250","MZZYYZ","99","66","34","AZ00"
"2020-06-02","9.4","6.2","0.9","MZ00","0.0","MZ","2.4","12.8","NE","10","440","MZZZZZ","88","58","36","AZ00"
"2020-06-03","9.8","5.0","2.3","MZ00","0.8","MZ","2.0","9.0","W","20","250","MZZZZZ","99","72","33","AZ0*"
"2020-06-04","3.0","1.6","-0.9","MZ00","26.8","MY","1.4","9.9","ENE","100","270","MYZYYY","99","99","92","AY**"
"2020-06-05","4.3","1.8","-1.1","MZ00","12.4","MY","4.8","14.4","SW","10","570","MZZZZZ","98","80","64","AY**"
"2020-06-06","5.0","3.4","2.1","MZ00","4.4","MZ","1.7","10.6","SSW","40","220","MZZZZZ","99","93","72","AZ00"
"2020-06-07","3.2","1.9","0.3","MZ00","23.6","MZ","2.0","8.4","NNE","70","240","MZZZZZ","99","91","70","AZ00"
"2020-06-08","5.4","1.4","-0.8","MZ00","5.4","MZ","1.5","7.8","NE","80","240","MZZYYZ","99","87","65","AY**"
"2020-06-09","5.5","1.1","-0.7","MZ00","9.4","MY","1.2","8.6","SW","100","210","MZZYYZ","99","93","64","AY**"
"2020-06-10","3.6","1.4","-0.4","MZ00","9.0","MY","3.2","15.1","NE","0","380","MYZYYY","99","88","73","AY**"
"2020-06-11","5.1","1.6","0.2","MZ00","15.8","MZ","1.4","6.0","NE","30","370","MZZZZZ","99","97","71","AZ00"
"2020-06-12","2.4","1.8","0.9","MZ00","11.2","MZ","1.3","7.3","ENE","10","370","MZZZZZ","99","99","99","AZ**"
"2020-06-13","6.9","3.8","2.0","MZ00","0.6","MZ","1.8","11.5","ENE","40","360","MZZZZZ","99","94","73","AZ00"
"2020-06-14","6.2","4.2","2.5","MZ00","0.0","MZ","5.0","18.1","NE","0","500","MZZZZZ","93","80","71","AZ00"
"2020-06-15","6.0","4.5","3.1","MZ00","0.0","MZ","3.3","11.0","NE","0","320","MZZZZZ","91","80","67","AZ00"
"2020-06-16","8.7","5.0","2.8","MY**","4.6","MZ","2.2","13.2","WSW","90","250","MYZYYY","99","80","59","AY**"
"2020-06-17","4.0","2.3","1.0","MZ00","10.8","MZ","1.9","6.6","NE","60","360","MZZZZZ","99","94","78","AZ00"
"2020-06-18","6.1","2.7","0.4","MZ00","8.6","MZ","2.0","6.6","NE","20","310","MZZZZZ","99","88","67","AZ00"
"2020-06-19","4.1","2.3","0.4","MZ00","3.2","MZ","4.4","13.6","NE","0","600","MZZZZZ","99","82","71","AZ00"
"2020-06-20","6.5","4.0","1.6","MZ00","0.0","MZ","4.1","15.3","NE","0","870","MZZZZZ","93","74","54","AZ00"
"2020-06-21","7.1","5.0","2.1","MZ00","0.2","MY","5.6","18.2","NE","0","810","MZZZZZ","89","73","62","AZ00"
"2020-06-22","8.8","6.7","4.9","MZ00","0.0","MZ","5.0","21.4","NE","0","850","MZZZZZ","91","74","61","AZ00"
"2020-06-23","14.5","10.0","4.3","MY*Y","1.4","MY","2.2","8.4","WSW","110","360","MYZYYY","66","46","18","AY**"
"2020-06-24","14.0","10.1","5.2","MZ00","0.0","MZ","1.7","8.1","NE","120","310","MZZYYZ","99","77","51","AZ00"
"2020-06-25","11.5","8.9","5.6","MZ00","0.4","MY","1.5","5.1","ENE","70","300","MZZZZZ","99","85","56","AZ**"
"2020-06-26","11.4","8.2","5.4","MZ00","0.4","MZ","1.5","5.5","ENE","70","250","MZZZZZ","99","95","78","AZ0*"
"2020-06-27","9.7","7.8","6.0","MZ00","4.8","MZ","1.3","5.0","NE","50","320","MZZZZZ","99","92","80","AZ00"
"2020-06-28","11.0","8.9","5.8","MZ00","3.6","MZ","1.5","8.8","NE","30","350","MZZZZZ","99","85","68","AZ00"
"2020-06-29","11.3","8.8","6.4","MZ00","11.2","MY","3.9","13.4","SW","10","660","MZZZZZ","99","71","47","AZ00"
"2020-06-30","12.4","9.7","6.3","MZ00","0.0","MZ","2.0","8.9","NE","20","360","MZZZZZ","99","73","42","AZ00"
"2020-07-01","11.4","9.4","6.7","MZ00","6.8","MZ","1.4","6.6","NE","50","410","MZZZZZ","99","91","74","AZ00"
"2020-07-02","13.5","9.6","5.6","MZ00","0.4","MZ","2.7","11.8","NE","0","300","MZZZZZ","97","73","43","AZ*0"
"2020-07-03","9.5","6.7","4.9","MZ00","0.0","MZ","3.4","9.7","NE","20","400","MZZZZZ","92","79","64","AZ0*"
"2020-07-04","12.0","8.2","3.4","MZ00","0.0","MZ","2.2","11.1","NE","40","620","MZZZZZ","94","74","54","AZ*0"
"2020-07-05","14.6","11.3","5.6","MZ00","0.0","MZ","2.8","11.8","NE","0","670","MZZZZZ","93","67","48","AZ*0"
