"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"2009-06-05","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-06","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-07","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-08","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-09","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-10","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-11","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-12","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-13","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-14","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-15","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-16","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-17","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-18","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-19","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-20","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-21","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-22","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-23","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-24","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-25","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-26","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-27","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-28","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-29","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-06-30","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-01","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-02","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-03","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-04","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-05","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-06","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-07","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-08","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-09","","","","M000","","M0","","","","","","M00000","82","62","43","AYYY"
"2009-07-10","","","","M000","","M0","","","","","","M00000","75","67","53","AYYY"
"2009-07-11","","","","M000","","M0","","","","","","M00000","100","71","51","AZZZ"
"2009-07-12","","","","M000","","M0","","","","","","M00000","100","91","67","AYYY"
"2009-07-13","","","","M000","","M0","","","","","","M00000","100","92","66","AYYY"
"2009-07-14","","","","M000","","M0","","","","","","M00000","100","97","89","AZZZ"
"2009-07-15","","","","M000","","M0","","","","","","M00000","100","95","75","AYYY"
"2009-07-16","","","","M000","","M0","","","","","","M00000","100","76","53","AYYY"
"2009-07-17","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-18","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-19","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-20","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-21","","","","M000","","M0","","","","","","M00000","100","87","60","AYYY"
"2009-07-22","","","","M000","","M0","","","","","","M00000","100","97","85","AYYY"
"2009-07-23","","","","M000","","M0","","","","","","M00000","100","96","71","AYYY"
"2009-07-24","","","","M000","","M0","","","","","","M00000","100","67","49","AYYY"
"2009-07-25","","","","M000","","M0","","","","","","M00000","77","68","58","AYYY"
"2009-07-26","","","","M000","","M0","","","","","","M00000","100","68","18","AYYY"
"2009-07-27","","","","M000","","M0","","","","","","M00000","100","96","79","AYYY"
"2009-07-28","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-29","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-30","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-07-31","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-01","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-02","","","","M000","","M0","","","","","","M00000","100","93","81","AYYY"
"2009-08-03","","","","M000","","M0","","","","","","M00000","100","90","80","AYYY"
"2009-08-04","","","","M000","","M0","","","","","","M00000","87","72","49","AYYY"
"2009-08-05","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-06","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-07","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-08","","","","M000","","M0","","","","","","M00000","100","92","75","AYYY"
"2009-08-09","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-10","","","","M000","","M0","","","","","","M00000","100","96","83","AYYY"
"2009-08-11","","","","M000","","M0","","","","","","M00000","98","80","65","AYYY"
"2009-08-12","","","","M000","","M0","","","","","","M00000","93","71","48","AYYY"
"2009-08-13","","","","M000","","M0","","","","","","M00000","88","66","47","AYYY"
"2009-08-14","","","","M000","","M0","","","","","","M00000","100","79","40","AYYY"
"2009-08-15","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-16","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-17","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-08-18","","11.7","8.0","MY0Y","0.0","MY","1.4","8.9","","120","","MYY00Y","98","67","38","AYYY"
"2009-08-19","16.6","12.8","8.2","MZZZ","0.0","MY","1.5","5.4","E","70","270","MZZYYZ","100","70","44","AZZZ"
"2009-08-20","15.9","12.5","9.5","MZZZ","0.0","MY","1.6","6.0","E","50","280","MZZYYZ","100","76","44","AZZZ"
"2009-08-21","14.0","11.4","9.1","MYYY","4.2","MY","2.0","13.8","W","30","390","MYYYYY","91","78","64","AYYY"
"2009-08-22","12.5","9.7","7.3","MZZZ","2.8","MY","2.7","9.1","E","20","270","MZZYYZ","98","76","61","AZYZ"
"2009-08-23","11.9","9.1","5.5","MZZZ","0.0","MY","1.4","5.9","E","60","540","MZZYYZ","100","84","64","AZZZ"
"2009-08-24","11.3","9.0","7.3","MZZZ","0.0","MY","0.9","4.0","","160","","MZZ00Z","100","100","100","AZYY"
"2009-08-25","10.3","8.5","7.0","MZZZ","21.4","MY","1.3","10.8","E","30","380","MZZYYZ","100","100","100","AZYY"
"2009-08-26","9.4","7.9","6.6","MYYY","16.6","MY","1.0","4.5","E","80","310","MYYYYY","100","100","98","AYYY"
"2009-08-27","11.9","9.3","6.4","MZZZ","0.0","MZ","1.0","4.6","","150","","MZZ00Z","100","95","80","AZZZ"
"2009-08-28","12.9","9.9","6.4","MZZZ","0.0","MZ","1.2","5.6","","180","","MZZ00Z","100","93","78","AZZZ"
"2009-08-29","8.4","5.6","3.0","MZZZ","0.0","MZ","4.2","11.3","ENE","10","370","MZZYYZ","100","78","34","AZZZ"
"2009-08-30","9.2","6.6","2.2","MZZZ","0.0","MZ","1.3","5.4","","160","","MZZ00Z","100","69","23","AZZZ"
"2009-08-31","10.7","7.2","3.2","MZZZ","0.0","MZ","1.1","5.0","","210","","MZZ00Z","100","91","60","AZZZ"
"2009-09-01","12.1","9.1","6.5","MZZZ","5.0","MY","1.5","5.8","E","30","500","MZZYYZ","100","92","71","AZZZ"
"2009-09-02","11.6","8.7","6.2","MZZZ","6.4","MY","1.5","6.2","E","50","450","MZZYYZ","100","91","62","AZZZ"
"2009-09-03","10.7","8.0","6.9","MZZZ","0.8","MY","1.9","10.9","E","50","300","MZZYYZ","100","92","74","AZZZ"
"2009-09-04","10.3","5.8","-1.9","MZZZ","2.8","MY","5.3","19.4","W","0","630","MZZZZZ","100","71","45","AYYY"
"2009-09-05","5.1","1.2","-1.9","MZZZ","2.2","MY","4.7","16.6","E","0","530","MZZZZZ","94","60","25","AZYZ"
"2009-09-06","8.6","4.8","-1.1","MZZZ","0.0","MY","2.9","13.3","E","100","640","MZZYYZ","88","37","20","AZZZ"
"2009-09-07","11.5","7.9","3.0","MYYY","0.0","MY","1.8","9.4","E","80","250","MYYYYY","46","31","22","AYYY"
"2009-09-08","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-09-09","","","","M000","","M0","","","","","","M00000","","","","A000"
"2009-09-10","11.7","7.6","3.5","MZ00","0.0","MZ","2.4","7.8","S","0","370","MZZZZZ","75","49","28","AZZZ"
"2009-09-11","10.9","6.6","2.0","MZZ0","0.0","MZ","2.5","7.9","SSE","110","420","MZZYYZ","84","64","45","AZZZ"
"2009-09-12","7.6","4.6","1.0","MZ00","0.0","MZ","0.9","5.1","","430","","MYY00Y","93","82","68","AZZZ"
"2009-09-13","10.1","4.5","0.6","MZ00","0.0","MZ","2.3","9.7","","160","","MZZ00Z","91","72","55","AZZZ"
"2009-09-14","4.7","1.0","-0.8","MZ00","0.6","MZ","","","","","","M00000","95","78","52","AYYY"
"2009-09-15","3.5","0.9","-1.3","MZ00","27.2","MZ","","","","","","M00000","96","93","77","AYYY"
"2009-09-16","5.5","3.8","1.9","MZ00","50.4","MZ","1.2","10.6","","440","","MZZ00Z","96","90","83","AZYZ"
"2009-09-17","9.0","5.7","2.8","MZ00","0.4","MZ","1.1","4.5","","370","","MZZ00Z","94","85","74","AZZZ"
"2009-09-18","7.9","4.8","1.6","MZ00","5.2","MZ","1.2","9.1","","260","","MZZ00Z","96","88","77","AZYZ"
"2009-09-19","5.2","3.6","0.6","MZ00","7.0","MZ","0.8","6.1","","400","","MZZ00Z","96","91","82","AZYZ"
"2009-09-20","9.4","4.7","0.9","MZ00","0.4","MY","1.0","4.6","","320","","MZZ00Z","90","77","60","AZZZ"
"2009-09-21","9.6","6.2","4.0","MZ00","0.0","MZ","1.5","4.8","N","100","330","MZZYYZ","85","74","60","AZZZ"
"2009-09-22","10.8","6.5","3.1","MZ00","0.0","MZ","1.1","4.0","","270","","MZZ00Z","92","71","55","AZZZ"
"2009-09-23","11.4","7.6","3.4","MZ00","0.0","MZ","1.4","5.0","","230","","MZZ00Z","96","77","55","AZZZ"
"2009-09-24","10.6","7.2","3.9","MZ00","0.0","MZ","1.1","5.2","","360","","MZZ00Z","92","79","53","AZZZ"
"2009-09-25","8.7","5.7","3.2","MZ00","0.4","MZ","0.9","5.6","","450","","MZZ00Z","96","86","67","AZZZ"
"2009-09-26","6.8","4.4","3.1","MZ00","0.2","MY","0.7","3.6","","420","","MZZ00Z","96","94","83","AZZZ"
"2009-09-27","8.9","5.0","2.4","MZ00","1.0","MZ","1.0","4.8","","270","","MZZ00Z","100","88","70","AZZZ"
"2009-09-28","10.7","6.6","2.9","MZ00","0.0","MZ","2.0","7.7","S","80","360","MZZYYZ","84","66","50","AZZZ"
"2009-09-29","12.3","7.6","3.0","MZ00","0.0","MZ","1.7","9.6","S","120","350","MZZYYZ","91","54","30","AZZZ"
"2009-09-30","13.3","8.1","3.9","MZ00","0.0","MZ","1.4","5.4","","320","","MZZ00Z","96","64","38","AZZZ"
"2009-10-01","10.4","5.7","1.7","MZ00","","M0","2.1","7.7","","170","","MZZ00Z","96","70","51","AZZZ"
"2009-10-02","6.5","2.8","-1.1","MZ00","","M0","3.0","10.6","SSE","30","720","MZZYYZ","85","68","49","AZZZ"
"2009-10-03","6.7","3.5","-1.3","MZ00","","M0","1.6","7.1","","250","","MZZ00Z","92","63","37","AZZZ"
"2009-10-04","9.2","4.8","1.2","MZ00","","M0","1.5","8.2","","230","","MZZ00Z","87","61","40","AZZZ"
"2009-10-05","6.8","3.5","1.1","MZ00","","M0","0.8","3.7","","260","","MZZ00Z","100","81","47","AZZZ"
"2009-10-06","10.5","6.4","3.4","MZ00","","M0","1.8","13.0","","150","","MZZ00Z","100","86","66","AZZZ"
"2009-10-07","11.9","8.0","5.1","MZ00","","M0","1.2","7.1","","210","","MZZ00Z","100","78","56","AZZZ"
"2009-10-08","6.1","5.4","4.9","MZ00","","M0","0.7","4.7","","370","","MZZ00Z","100","100","99","AZZZ"
"2009-10-09","6.1","4.2","1.8","MZ00","","M0","0.7","3.8","","460","","MZZ00Z","100","95","85","AZZZ"
"2009-10-10","4.9","2.7","1.1","MZ00","","M0","1.9","11.0","S","110","260","MZZYYZ","92","84","74","AZYZ"
"2009-10-11","5.5","2.3","-0.3","MZ00","","M0","3.9","15.8","SSE","0","400","MZZZZZ","84","67","43","AZZZ"
"2009-10-12","1.7","-3.5","-7.3","MZ00","","M0","6.0","23.8","SSE","0","460","MYZYYY","93","84","75","AYYY"
"2009-10-13","-2.3","-5.8","-7.6","MZ00","","M0","6.1","22.9","S","0","620","MZZYYZ","78","62","20","AZZZ"
"2009-10-14","-4.5","-6.7","-8.3","MZ00","","M0","5.5","19.9","SSE","0","680","MZZYYZ","66","36","13","AZZZ"
"2009-10-15","-2.2","-5.5","-10.5","MZ00","","M0","4.4","17.5","SSE","0","560","MZZYYZ","67","37","10","AZZZ"
"2009-10-16","0.3","-3.0","-8.0","MZ00","","M0","6.0","20.2","SSE","0","700","MZZYYZ","88","71","49","AZZZ"
"2009-10-17","-5.4","-7.8","-9.6","MZ00","","M0","5.6","22.4","SSE","0","650","MZZYYZ","87","73","38","AZZZ"
"2009-10-18","-6.6","-8.6","-11.5","MZ00","","M0","3.3","13.2","SSE","60","410","MZZYYZ","69","56","29","AZZZ"
"2009-10-19","1.2","-6.0","-11.8","MZ00","","M0","","","","","","M00000","87","52","27","AZZZ"
"2009-10-20","3.1","-4.9","-9.7","MZ*0","","M0","","","","","","M00000","91","79","27","AYYY"
"2009-10-21","-1.0","-3.0","-5.8","MZ00","","M0","1.2","6.8","SW","0","240","MYZYYY","95","92","90","AYYY"
"2009-10-22","0.9","-2.3","-5.8","MZ00","","M0","","","","","","M00000","95","90","65","AYYY"
"2009-10-23","0.6","-1.5","-4.5","MZ00","","M0","5.8","24.4","SSE","130","740","MZZYYZ","80","74","60","AZZZ"
"2009-10-24","6.2","2.7","-2.4","MZ00","","M0","5.7","24.1","SSE","20","1060","MZZYYZ","75","44","18","AZYZ"
"2009-10-25","10.3","4.1","-1.6","MZ00","","M0","0.9","9.5","","550","","MYY00Y","92","76","54","AYYY"
"2009-10-26","7.2","1.4","-2.1","MZ00","","M0","2.1","6.4","","30","","MYY00Y","95","66","24","AYYY"
"2009-10-27","10.5","4.7","-0.7","MZ00","","M0","1.7","10.8","","160","","MZZ00Z","36","23","13","AZZZ"
"2009-10-28","10.5","6.9","2.6","MZ00","","M0","2.5","10.7","SSE","70","420","MZZYYZ","44","29","20","AZZZ"
"2009-10-29","7.7","5.4","1.4","MZ00","","M0","3.2","14.5","SSE","20","520","MZZYYZ","51","35","23","AZZZ"
"2009-10-30","8.3","3.1","-0.8","MZ00","","M0","1.3","8.3","","180","","MZZ00Z","66","42","23","AZZZ"
"2009-10-31","4.9","3.5","-0.2","MZ00","","M0","3.6","14.0","SSE","10","800","MZZYYZ","53","39","32","AZZZ"
"2009-11-01","9.0","3.0","-0.6","MZ00","","M0","1.4","11.0","","300","","MZZ00Z","67","48","34","AZZZ"
"2009-11-02","0.0","-3.7","-7.9","MZ00","","M0","2.1","14.5","","110","","MYZ00Y","91","80","58","AYYY"
"2009-11-03","-1.5","-5.2","-8.4","MZ00","","M0","3.7","16.1","SSE","20","670","MYZYYY","93","76","43","AYYY"
"2009-11-04","-0.5","-4.2","-7.1","MZ00","","M0","3.9","20.2","NNW","10","370","MYZYYY","93","75","49","AYYY"
"2009-11-05","-2.4","-6.0","-8.7","MZ00","","M0","1.7","11.3","","80","","MYZ00Y","89","78","57","AZZZ"
"2009-11-06","-4.7","-7.1","-10.3","MZ00","","M0","2.7","14.4","SSE","20","240","MYZYYY","87","73","62","AZZZ"
"2009-11-07","-2.0","-7.1","-12.0","MZ00","","M0","0.9","6.0","","380","","MYZ00Y","89","74","45","AZZZ"
"2009-11-08","-2.3","-5.6","-6.8","MZ00","","M0","2.4","11.9","","140","","MYZ00Y","88","74","68","AZZZ"
"2009-11-09","-2.1","-6.0","-7.9","MZ00","","M0","","","","","","M00000","89","80","69","AZZZ"
"2009-11-10","-4.3","-7.0","-8.1","MZ00","","M0","4.0","14.9","SSE","0","340","MZZYYZ","83","72","59","AZZZ"
"2009-11-11","1.5","-5.6","-11.1","MZ00","","M0","3.3","16.0","","260","","MZZ00Z","76","50","26","AZYZ"
"2009-11-12","4.4","-0.9","-6.9","MZ00","","M0","1.6","17.0","","80","","MYZ00Y","92","57","17","AYYY"
"2009-11-13","3.2","-0.9","-3.4","MZ00","","M0","","","","","","M00000","95","86","71","AYYY"
"2009-11-14","-0.5","-1.9","-3.8","MZ00","","M0","","","","","","M00000","96","94","89","AYYY"
"2009-11-15","0.1","-2.0","-4.2","MZ00","","M0","","","","","","M00000","96","91","63","AYYY"
"2009-11-16","1.5","-0.6","-3.4","MZ00","","M0","","","","","","M00000","100","95","91","AYYY"
"2009-11-17","2.6","-1.2","-4.7","MZ00","","M0","","","","","","M00000","96","92","80","AYYY"
"2009-11-18","5.3","1.7","-2.0","MZ00","","M0","3.6","20.7","NNW","80","480","MYZYYY","96","69","44","AYYY"
"2009-11-19","7.4","1.0","-2.9","MZ00","","M0","0.3","6.0","","740","","MZZ00Z","65","48","26","AZZZ"
"2009-11-20","6.6","0.4","-4.8","MZ00","","M0","0.6","5.3","","610","","MYZ00Y","81","59","46","AZZZ"
"2009-11-21","9.1","0.0","-4.7","MZ00","","M0","0.5","4.5","","940","","MYZ00Y","65","51","32","AZZZ"
"2009-11-22","-0.2","-3.1","-5.9","MZ00","","M0","1.4","14.1","","530","","MZZ00Z","92","72","58","AYYY"
"2009-11-23","0.4","-2.0","-4.0","MZ00","","M0","8.6","20.5","NNW","0","1290","MZZYYZ","81","66","46","AZZZ"
"2009-11-24","3.0","-1.3","-3.8","MZ00","","M0","3.2","17.7","NNW","40","340","MYZYYY","92","74","25","AYYY"
"2009-11-25","4.7","-1.6","-6.9","MZ00","","M0","","","","","","M00000","94","54","18","AYYY"
"2009-11-26","-0.5","-3.6","-5.8","MZ00","","M0","","","","","","M00000","95","90","78","AYYY"
"2009-11-27","-0.7","-5.4","-8.5","MZ00","","M0","1.9","11.6","","10","","MYZ00Y","92","80","45","AYYY"
"2009-11-28","-1.3","-5.6","-9.0","MZ00","","M0","3.7","12.4","NNW","40","790","MYZYYY","89","64","38","AZZZ"
"2009-11-29","-5.3","-6.0","-6.9","MZ00","","M0","3.0","14.6","S","0","530","MYZYYY","90","89","82","AZZZ"
"2009-11-30","-3.1","-5.9","-8.5","MZ00","","M0","2.7","11.8","SSW","0","290","MYZYYY","93","89","84","AYYY"
"2009-12-01","-6.1","-8.7","-13.2","MZ00","","M0","5.3","20.2","SSE","20","590","MZZYYZ","86","78","56","AZZZ"
"2009-12-02","-4.2","-10.3","-13.9","MZ00","","M0","0.5","4.5","","910","","MYZ00Y","84","64","48","AZYZ"
"2009-12-03","-2.3","-8.5","-14.1","MZ00","","M0","","","","","","M00000","87","63","46","AZYZ"
"2009-12-04","-5.6","-7.8","-9.4","MZ00","","M0","4.5","21.7","SSE","0","370","MYYYYY","89","66","32","AZZZ"
"2009-12-05","-0.7","-5.0","-9.0","MZ00","","M0","1.9","13.3","","150","","MZZ00Z","69","42","16","AZZZ"
"2009-12-06","0.2","-3.2","-5.0","MZ00","","M0","","","","","","M00000","92","70","54","AYYY"
"2009-12-07","-0.3","-2.5","-5.6","MZ00","","M0","","","","","","M00000","93","90","82","AYYY"
"2009-12-08","-2.7","-7.5","-10.0","MZ00","","M0","4.0","15.0","SSE","0","680","MYZYYY","92","78","65","AYYY"
"2009-12-09","1.1","-3.5","-9.6","MZ00","","M0","4.6","19.3","SSE","10","920","MZZYYZ","76","36","14","AZZZ"
"2009-12-10","2.1","-1.5","-7.0","MZ00","","M0","4.8","18.4","SSE","0","680","MZZYYZ","82","58","25","AZYZ"
"2009-12-11","-5.8","-7.6","-9.4","MZ00","","M0","5.8","22.3","S","0","630","MZZYYZ","80","69","43","AZZZ"
"2009-12-12","-7.0","-10.4","-15.4","MZ00","","M0","1.7","15.7","","300","","MYY00Y","83","72","63","AZZZ"
"2009-12-13","-10.0","-12.1","-13.6","MZ00","","M0","","","","","","M00000","85","82","78","AZZZ"
"2009-12-14","-10.2","-14.1","-17.5","MZ00","","M0","1.2","4.9","","600","","MYZ00Y","80","65","39","AZZZ"
"2009-12-15","-6.4","-10.8","-15.0","MZ00","","M0","2.6","8.0","N","30","550","MZZYYZ","40","32","27","AZZZ"
"2009-12-16","-7.5","-13.8","-21.0","MZ00","","M0","1.7","8.8","","180","","MZZ00Z","60","32","20","AZZZ"
"2009-12-17","-11.6","-16.6","-20.6","MZ*0","","M0","2.8","12.6","SSE","50","400","MZZYYZ","67","45","31","AZZZ"
"2009-12-18","-10.4","-15.7","-18.8","MZ00","","M0","2.1","11.7","N","120","300","MZZYYZ","72","56","26","AZZZ"
"2009-12-19","-17.4","-19.2","-20.6","MZ00","","M0","4.0","18.4","SSE","20","480","MZZYYZ","70","62","53","AZZZ"
"2009-12-20","-12.2","-16.1","-20.5","MZ00","","M0","3.1","14.0","SSE","30","480","MZZYYZ","80","60","32","AZZZ"
"2009-12-21","-11.2","-13.3","-15.6","MZ00","","M0","1.3","9.5","SSW","40","290","MYZYYY","82","79","76","AZZZ"
"2009-12-22","-4.6","-7.8","-11.5","MZ00","","M0","","","","","","M00000","89","85","72","AZZZ"
"2009-12-23","-0.8","-5.4","-8.2","MZ00","","M0","2.5","11.3","","30","","MYZ00Y","92","84","65","AZZZ"
"2009-12-24","-1.0","-3.8","-6.4","MZ00","","M0","","","","","","M00000","93","89","77","AYYY"
"2009-12-25","-1.9","-6.2","-11.7","MZ00","","M0","5.3","22.5","NNW","0","470","MYZYYY","94","73","30","AYYY"
"2009-12-26","-5.8","-10.7","-15.7","MZ00","","M0","1.7","14.1","","370","","MZZ00Z","39","28","14","AZZZ"
"2009-12-27","-5.3","-8.6","-11.3","MZ00","","M0","4.0","15.9","SSE","10","660","MYZYYY","84","48","21","AZZZ"
"2009-12-28","-4.1","-8.9","-11.3","MZ00","","M0","2.4","18.3","","80","","MYY00Y","89","61","27","AZZZ"
"2009-12-29","-0.5","-3.1","-7.5","MZ00","","M0","3.5","15.8","NNW","30","400","MYZYYY","92","78","64","AYYY"
"2009-12-30","-0.2","-3.0","-6.0","MZ00","","M0","3.9","18.2","NNW","10","470","MYZYYY","92","75","49","AZZZ"
"2009-12-31","-1.9","-5.4","-10.7","MZ00","","M0","","","","","","M00000","89","77","55","AZZZ"
"2010-01-01","-4.3","-7.8","-12.1","MZ00","","M0","2.4","12.6","","160","","MYZ00Y","85","74","59","AZZZ"
"2010-01-02","-10.1","-15.5","-18.0","MZ00","","M0","7.0","24.8","SSE","0","890","MZZYYZ","84","69","42","AZZZ"
"2010-01-03","-9.7","-15.6","-20.8","MZ00","","M0","1.3","13.8","","300","","MZZ00Z","55","34","17","AZZZ"
"2010-01-04","-9.9","-14.0","-19.1","MZ00","","M0","0.6","3.3","","330","","MYZ00Y","85","72","49","AZZZ"
"2010-01-05","-6.7","-12.0","-15.5","MZ00","","M0","0.7","5.3","","430","","MYZ00Y","84","74","56","AZZZ"
"2010-01-06","-7.5","-12.6","-17.3","MZ00","","M0","1.5","8.1","","290","","MZZ00Z","74","60","46","AZZZ"
"2010-01-07","-7.4","-12.9","-15.3","MZ00","","M0","2.4","14.5","","250","","MYZ00Y","81","53","28","AZZZ"
"2010-01-08","-4.3","-7.4","-12.6","MZ00","","M0","1.0","6.7","SSW","0","280","MYZYYY","90","84","77","AZZZ"
"2010-01-09","-1.6","-6.4","-10.3","MZ00","","M0","1.9","10.5","N","20","370","MYZYYY","88","72","41","AZZZ"
